0,5.978092,5.996688,0.0140958,-5.990675,-6.027353,-0.06066418,-0.02368799,-0.02368799,-0.02368799,-0.02368799,-0.02368799,-0.02368799,-0.02368799,-0.02368799,-0.4065924,0.636371
1.474,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
0,0,6.000459,6.01907,6.01907,0.04777382,0.01084802,5.99005,6.008692,6.008692,6.008692,6.008692,6.008692,6.008692,6.008692,6.035864,5.193057
